TF0000515	FBtr0085558	SRY-DELTA_FLY	GS0001005	FBgn0000166	-	-	-	Drosophila melanogaster	ORegAnno	9154812	PROTEIN BINDING ASSAY::DNASE FOOTPRINTING ASSAY
TF0000601	ENSRNOT00000014320	GATA4_RAT	GS0001188	ENSRNOG00000025757	15	33044506	33068098	Rattus norvegicus	ORegAnno	8007990	ELECTROPHORETIC MOBILITY SHIFT ASSAY (EMSA)::SUPERSHIFT
TF0000601	ENSRNOT00000014320	GATA4_RAT	GS0001188	ENSRNOG00000025757	15	33044506	33068098	Rattus norvegicus	ORegAnno	8007990	ELECTROPHORETIC MOBILITY SHIFT ASSAY (EMSA)::DIRECT GEL SHIFT
TF0000601	ENSRNOT00000014320	GATA4_RAT	GS0001188	ENSRNOG00000025757	15	33044506	33068098	Rattus norvegicus	ORegAnno	8007990	ELECTROPHORETIC MOBILITY SHIFT ASSAY (EMSA)::DIRECT GEL SHIFT
TF0000601	ENSRNOT00000014320	GATA4_RAT	GS0001188	ENSRNOG00000025757	15	33044506	33068098	Rattus norvegicus	ORegAnno	8007990	ELECTROPHORETIC MOBILITY SHIFT ASSAY (EMSA)::SUPERSHIFT
TF0000601	ENSRNOT00000014320	GATA4_RAT	GS0001188	ENSRNOG00000025757	15	33044506	33068098	Rattus norvegicus	ORegAnno	8007990	REPORTER GENE ASSAY::CHLORAMPHENICOL ACETYLTRANSFERASE (CAT) ASSAY
TF0000601	ENSRNOT00000014320	GATA4_RAT	GS0001188	ENSRNOG00000025757	15	33044506	33068098	Rattus norvegicus	ORegAnno	8007990	REPORTER GENE ASSAY::TRANSIENT TRANSFECTION LUCIFERASE ASSAY
TF0000601	ENSRNOT00000014320	GATA4_RAT	GS0001188	ENSRNOG00000025757	15	33044506	33068098	Rattus norvegicus	ORegAnno	8007990	REPORTER GENE ASSAY::TRANSIENT TRANSFECTION LUCIFERASE ASSAY
TF0000601	ENSRNOT00000014320	GATA4_RAT	GS0001188	ENSRNOG00000025757	15	33044506	33068098	Rattus norvegicus	ORegAnno	8007990	REPORTER GENE ASSAY::TRANSIENT TRANSFECTION LUCIFERASE ASSAY
TF0000601	ENSRNOT00000014320	GATA4_RAT	GS0001188	ENSRNOG00000025757	15	33044506	33068098	Rattus norvegicus	ORegAnno	8007990	ELECTROPHORETIC MOBILITY SHIFT ASSAY (EMSA)::DIRECT GEL SHIFT
TF0000601	ENSRNOT00000014320	GATA4_RAT	GS0001188	ENSRNOG00000025757	15	33044506	33068098	Rattus norvegicus	ORegAnno	8007990	ELECTROPHORETIC MOBILITY SHIFT ASSAY (EMSA)::GEL SHIFT COMPETITION
TF0000601	ENSRNOT00000014320	GATA4_RAT	GS0001188	ENSRNOG00000025757	15	33044506	33068098	Rattus norvegicus	ORegAnno	8007990	PROTEIN BINDING ASSAY::METHYLATION INTERFERENCE ASSAY
TF0000601	ENSRNOT00000014320	GATA4_RAT	GS0001188	ENSRNOG00000025757	15	33044506	33068098	Rattus norvegicus	ORegAnno	8007990	ELECTROPHORETIC MOBILITY SHIFT ASSAY (EMSA)::GEL SHIFT COMPETITION
TF0000601	ENSRNOT00000014320	GATA4_RAT	GS0001188	ENSRNOG00000025757	15	33044506	33068098	Rattus norvegicus	ORegAnno	8007990	ELECTROPHORETIC MOBILITY SHIFT ASSAY (EMSA)::SUPERSHIFT
TF0000601	ENSRNOT00000014320	GATA4_RAT	GS0001188	ENSRNOG00000025757	15	33044506	33068098	Rattus norvegicus	ORegAnno	8007990	ELECTROPHORETIC MOBILITY SHIFT ASSAY (EMSA)::SUPERSHIFT
TF0000601	ENSRNOT00000014320	GATA4_RAT	GS0001188	ENSRNOG00000025757	15	33044506	33068098	Rattus norvegicus	ORegAnno	8007990	ELECTROPHORETIC MOBILITY SHIFT ASSAY (EMSA)::DIRECT GEL SHIFT
TF0000601	ENSRNOT00000014320	GATA4_RAT	GS0001188	ENSRNOG00000025757	15	33044506	33068098	Rattus norvegicus	ORegAnno	8007990	ELECTROPHORETIC MOBILITY SHIFT ASSAY (EMSA)::DIRECT GEL SHIFT
TF0000601	ENSRNOT00000014320	GATA4_RAT	GS0001188	ENSRNOG00000025757	15	33044506	33068098	Rattus norvegicus	ORegAnno	8007990	ELECTROPHORETIC MOBILITY SHIFT ASSAY (EMSA)::SUPERSHIFT
TF0000601	ENSRNOT00000014320	GATA4_RAT	GS0001188	ENSRNOG00000025757	15	33044506	33068098	Rattus norvegicus	ORegAnno	8007990	REPORTER GENE ASSAY::CHLORAMPHENICOL ACETYLTRANSFERASE (CAT) ASSAY
TF0000601	ENSRNOT00000014320	GATA4_RAT	GS0001188	ENSRNOG00000025757	15	33044506	33068098	Rattus norvegicus	ORegAnno	8007990	REPORTER GENE ASSAY::TRANSIENT TRANSFECTION LUCIFERASE ASSAY
TF0000601	ENSRNOT00000014320	GATA4_RAT	GS0001188	ENSRNOG00000025757	15	33044506	33068098	Rattus norvegicus	ORegAnno	8007990	REPORTER GENE ASSAY::TRANSIENT TRANSFECTION LUCIFERASE ASSAY
TF0000601	ENSRNOT00000014320	GATA4_RAT	GS0001188	ENSRNOG00000025757	15	33044506	33068098	Rattus norvegicus	ORegAnno	8007990	REPORTER GENE ASSAY::TRANSIENT TRANSFECTION LUCIFERASE ASSAY
TF0000601	ENSRNOT00000014320	GATA4_RAT	GS0001188	ENSRNOG00000025757	15	33044506	33068098	Rattus norvegicus	ORegAnno	8007990	ELECTROPHORETIC MOBILITY SHIFT ASSAY (EMSA)::DIRECT GEL SHIFT
TF0000602	ENSRNOT00000012340	THRA_RAT	GS0001188	ENSRNOG00000025757	15	33044506	33068098	Rattus norvegicus	ORegAnno	9111345	REPORTER GENE ASSAY::CHLORAMPHENICOL ACETYLTRANSFERASE (CAT) ASSAY
TF0000602	ENSRNOT00000012340	THRA_RAT	GS0001188	ENSRNOG00000025757	15	33044506	33068098	Rattus norvegicus	ORegAnno	9111345	REPORTER GENE ASSAY::CHLORAMPHENICOL ACETYLTRANSFERASE (CAT) ASSAY
TF0000602	ENSRNOT00000012340	THRA_RAT	GS0001188	ENSRNOG00000025757	15	33044506	33068098	Rattus norvegicus	ORegAnno	9111345	REPORTER GENE ASSAY::CHLORAMPHENICOL ACETYLTRANSFERASE (CAT) ASSAY
TF0000602	ENSRNOT00000012340	THRA_RAT	GS0001188	ENSRNOG00000025757	15	33044506	33068098	Rattus norvegicus	ORegAnno	9111345	REPORTER GENE ASSAY::CHLORAMPHENICOL ACETYLTRANSFERASE (CAT) ASSAY
TF0000602	ENSRNOT00000012340	THRA_RAT	GS0001188	ENSRNOG00000025757	15	33044506	33068098	Rattus norvegicus	ORegAnno	9111345	REPORTER GENE ASSAY::CHLORAMPHENICOL ACETYLTRANSFERASE (CAT) ASSAY
TF0000602	ENSRNOT00000012340	THRA_RAT	GS0001188	ENSRNOG00000025757	15	33044506	33068098	Rattus norvegicus	ORegAnno	9111345	REPORTER GENE ASSAY::CHLORAMPHENICOL ACETYLTRANSFERASE (CAT) ASSAY
TF0000602	ENSRNOT00000012340	THRA_RAT	GS0001188	ENSRNOG00000025757	15	33044506	33068098	Rattus norvegicus	ORegAnno	9111345	REPORTER GENE ASSAY::CHLORAMPHENICOL ACETYLTRANSFERASE (CAT) ASSAY
TF0000602	ENSRNOT00000012340	THRA_RAT	GS0001188	ENSRNOG00000025757	15	33044506	33068098	Rattus norvegicus	ORegAnno	9111345	PROTEIN EXPRESSION ASSAY::WESTERN BLOT ASSAY
TF0000602	ENSRNOT00000012340	THRA_RAT	GS0001188	ENSRNOG00000025757	15	33044506	33068098	Rattus norvegicus	ORegAnno	9111345	PROTEIN EXPRESSION ASSAY::WESTERN BLOT ASSAY
TF0000603	ENSRNOT00000008989	THRB_RAT	GS0001188	ENSRNOG00000025757	15	33044506	33068098	Rattus norvegicus	ORegAnno	9111345	REPORTER GENE ASSAY::CHLORAMPHENICOL ACETYLTRANSFERASE (CAT) ASSAY
TF0000603	ENSRNOT00000008989	THRB_RAT	GS0001188	ENSRNOG00000025757	15	33044506	33068098	Rattus norvegicus	ORegAnno	9111345	REPORTER GENE ASSAY::CHLORAMPHENICOL ACETYLTRANSFERASE (CAT) ASSAY
TF0000603	ENSRNOT00000008989	THRB_RAT	GS0001188	ENSRNOG00000025757	15	33044506	33068098	Rattus norvegicus	ORegAnno	9111345	REPORTER GENE ASSAY::CHLORAMPHENICOL ACETYLTRANSFERASE (CAT) ASSAY
TF0000603	ENSRNOT00000008989	THRB_RAT	GS0001188	ENSRNOG00000025757	15	33044506	33068098	Rattus norvegicus	ORegAnno	9111345	REPORTER GENE ASSAY::CHLORAMPHENICOL ACETYLTRANSFERASE (CAT) ASSAY
TF0000603	ENSRNOT00000008989	THRB_RAT	GS0001188	ENSRNOG00000025757	15	33044506	33068098	Rattus norvegicus	ORegAnno	9111345	REPORTER GENE ASSAY::CHLORAMPHENICOL ACETYLTRANSFERASE (CAT) ASSAY
TF0000603	ENSRNOT00000008989	THRB_RAT	GS0001188	ENSRNOG00000025757	15	33044506	33068098	Rattus norvegicus	ORegAnno	9111345	REPORTER GENE ASSAY::CHLORAMPHENICOL ACETYLTRANSFERASE (CAT) ASSAY
TF0000603	ENSRNOT00000008989	THRB_RAT	GS0001188	ENSRNOG00000025757	15	33044506	33068098	Rattus norvegicus	ORegAnno	9111345	REPORTER GENE ASSAY::CHLORAMPHENICOL ACETYLTRANSFERASE (CAT) ASSAY
TF0000603	ENSRNOT00000008989	THRB_RAT	GS0001188	ENSRNOG00000025757	15	33044506	33068098	Rattus norvegicus	ORegAnno	9111345	PROTEIN EXPRESSION ASSAY::WESTERN BLOT ASSAY
TF0000603	ENSRNOT00000008989	THRB_RAT	GS0001188	ENSRNOG00000025757	15	33044506	33068098	Rattus norvegicus	ORegAnno	9111345	PROTEIN EXPRESSION ASSAY::WESTERN BLOT ASSAY
TF0000604	ENST00000319993	FOXA2_HUMAN	GS0001275	ENSG00000118137	11	116706467	116708666	Homo sapiens	ORegAnno	7961760	UNKNOWN::UNKNOWN
TF0000605	ENST00000425420	CEBPA_HUMAN	GS0001275	ENSG00000118137	11	116706467	116708666	Homo sapiens	ORegAnno	1900840	UNKNOWN::UNKNOWN
TF0000605	ENST00000425420	CEBPA_HUMAN	GS0001280	ENSG00000110245	11	116700422	116703788	Homo sapiens	ORegAnno	2161843	UNKNOWN::UNKNOWN
TF0000606	FBtr0071048	BRK_FLY	GS0001281	FBgn0004579	-	-	-	Drosophila melanogaster	ORegAnno	15079076	ELECTROPHORETIC MOBILITY SHIFT ASSAY (EMSA)::DIRECT GEL SHIFT
TF0000606	FBtr0071048	BRK_FLY	GS0001281	FBgn0004579	-	-	-	Drosophila melanogaster	ORegAnno	15079076	REPORTER GENE ASSAY::IN-VIVO LACZ EXPRESSION ASSAY
TF0000606	FBtr0071048	BRK_FLY	GS0001281	FBgn0004579	-	-	-	Drosophila melanogaster	ORegAnno	15079076	ELECTROPHORETIC MOBILITY SHIFT ASSAY (EMSA)::DIRECT GEL SHIFT
TF0000606	FBtr0071048	BRK_FLY	GS0001281	FBgn0004579	-	-	-	Drosophila melanogaster	ORegAnno	15079076	REPORTER GENE ASSAY::IN-VIVO LACZ EXPRESSION ASSAY
TF0000606	FBtr0071048	BRK_FLY	GS0001323	FBgn0003719	-	-	-	Drosophila melanogaster	ORegAnno	11159907	REPORTER GENE ASSAY::IN-VIVO LACZ EXPRESSION ASSAY
TF0000607	ENST00000264010	CTCF_HUMAN	GS0001284	ENSG00000142192	21	27252861	27543446	Homo sapiens	ORegAnno	9407128	ELECTROPHORETIC MOBILITY SHIFT ASSAY (EMSA)::GEL SHIFT COMPETITION
TF0000607	ENST00000264010	CTCF_HUMAN	GS0001284	ENSG00000142192	21	27252861	27543446	Homo sapiens	ORegAnno	9407128	PROTEIN BINDING ASSAY::WESTERN BLOT ASSAY
TF0000607	ENST00000264010	CTCF_HUMAN	GS0001284	ENSG00000142192	21	27252861	27543446	Homo sapiens	ORegAnno	9407128	REPORTER GENE ASSAY::CHLORAMPHENICOL ACETYLTRANSFERASE (CAT) ASSAY
TF0000608	FBtr0079889	DRF_FLY	GS0001286	FBgn0000251	-	-	-	Drosophila melanogaster	ORegAnno	15254275	ELECTROPHORETIC MOBILITY SHIFT ASSAY (EMSA)::DIRECT GEL SHIFT
TF0000608	FBtr0079889	DRF_FLY	GS0001286	FBgn0000251	-	-	-	Drosophila melanogaster	ORegAnno	15254275	REPORTER GENE ASSAY::TRANSIENT TRANSFECTION LUCIFERASE ASSAY
TF0000608	FBtr0079889	DRF_FLY	GS0001286	FBgn0000251	-	-	-	Drosophila melanogaster	ORegAnno	15254275	REPORTER GENE ASSAY::IN-VIVO LACZ EXPRESSION ASSAY
TF0000608	FBtr0079889	DRF_FLY	GS0001286	FBgn0000251	-	-	-	Drosophila melanogaster	ORegAnno	15254275	UNKNOWN::UNKNOWN
TF0000608	FBtr0079889	DRF_FLY	GS0001286	FBgn0000251	-	-	-	Drosophila melanogaster	ORegAnno	15254275	ELECTROPHORETIC MOBILITY SHIFT ASSAY (EMSA)::DIRECT GEL SHIFT
TF0000608	FBtr0079889	DRF_FLY	GS0001286	FBgn0000251	-	-	-	Drosophila melanogaster	ORegAnno	15254275	REPORTER GENE ASSAY::TRANSIENT TRANSFECTION LUCIFERASE ASSAY
TF0000608	FBtr0079889	DRF_FLY	GS0001286	FBgn0000251	-	-	-	Drosophila melanogaster	ORegAnno	15254275	REPORTER GENE ASSAY::IN-VIVO LACZ EXPRESSION ASSAY
TF0000608	FBtr0079889	DRF_FLY	GS0001286	FBgn0000251	-	-	-	Drosophila melanogaster	ORegAnno	15254275	UNKNOWN::UNKNOWN
TF0000608	FBtr0079889	DRF_FLY	GS0001306	FBgn0000261	-	-	-	Drosophila melanogaster	ORegAnno	14982956	ELECTROPHORETIC MOBILITY SHIFT ASSAY (EMSA)::GEL SHIFT COMPETITION
TF0000608	FBtr0079889	DRF_FLY	GS0001306	FBgn0000261	-	-	-	Drosophila melanogaster	ORegAnno	14982956	ELECTROPHORETIC MOBILITY SHIFT ASSAY (EMSA)::SUPERSHIFT
TF0000608	FBtr0079889	DRF_FLY	GS0001311	FBgn0027049	-	-	-	Drosophila melanogaster	ORegAnno	12202765	ELECTROPHORETIC MOBILITY SHIFT ASSAY (EMSA)::GEL SHIFT COMPETITION
TF0000608	FBtr0079889	DRF_FLY	GS0001311	FBgn0027049	-	-	-	Drosophila melanogaster	ORegAnno	12202765	ELECTROPHORETIC MOBILITY SHIFT ASSAY (EMSA)::GEL SHIFT COMPETITION
TF0000608	FBtr0079889	DRF_FLY	GS0001314	FBgn0010438	-	-	-	Drosophila melanogaster	ORegAnno	10788480	ELECTROPHORETIC MOBILITY SHIFT ASSAY (EMSA)::DIRECT GEL SHIFT
TF0000608	FBtr0079889	DRF_FLY	GS0001314	FBgn0010438	-	-	-	Drosophila melanogaster	ORegAnno	10788480	ELECTROPHORETIC MOBILITY SHIFT ASSAY (EMSA)::SUPERSHIFT
TF0000608	FBtr0079889	DRF_FLY	GS0001314	FBgn0010438	-	-	-	Drosophila melanogaster	ORegAnno	10788480	ELECTROPHORETIC MOBILITY SHIFT ASSAY (EMSA)::DIRECT GEL SHIFT
TF0000608	FBtr0079889	DRF_FLY	GS0001314	FBgn0010438	-	-	-	Drosophila melanogaster	ORegAnno	10788480	ELECTROPHORETIC MOBILITY SHIFT ASSAY (EMSA)::SUPERSHIFT
TF0000609	ENST00000303004	CEBPB_HUMAN	GS0001033	ENSG00000082196	5	33987279	34124633	Homo sapiens	ORegAnno	15755877	REPORTER GENE ASSAY::TRANSIENT TRANSFECTION LUCIFERASE ASSAY
TF0000609	ENST00000303004	CEBPB_HUMAN	GS0001288	ENSG00000117560	1	172628154	172636014	Homo sapiens	ORegAnno	12496392	ELECTROPHORETIC MOBILITY SHIFT ASSAY (EMSA)::GEL SHIFT COMPETITION
TF0000609	ENST00000303004	CEBPB_HUMAN	GS0001288	ENSG00000117560	1	172628154	172636014	Homo sapiens	ORegAnno	12496392	ELECTROPHORETIC MOBILITY SHIFT ASSAY (EMSA)::SUPERSHIFT
TF0000610	ENST00000217407	LBP_HUMAN	GS0001289	ENSG00000113520	5	132009678	132018368	Homo sapiens	ORegAnno	10973979	REPORTER GENE ASSAY::CHLORAMPHENICOL ACETYLTRANSFERASE (CAT) ASSAY
TF0000610	ENST00000217407	LBP_HUMAN	GS0001289	ENSG00000113520	5	132009678	132018368	Homo sapiens	ORegAnno	10973979	ELECTROPHORETIC MOBILITY SHIFT ASSAY (EMSA)::DIRECT GEL SHIFT
TF0000610	ENST00000217407	LBP_HUMAN	GS0001289	ENSG00000113520	5	132009678	132018368	Homo sapiens	ORegAnno	10973979	PROTEIN BINDING ASSAY::DNASE FOOTPRINTING ASSAY
TF0000611	ENST00000245414	IRF1_HUMAN	GS0001074	ENSG00000136634	1	206940947	206945839	Homo sapiens	ORegAnno	12817009	REPORTER GENE ASSAY::TRANSIENT TRANSFECTION LUCIFERASE ASSAY
TF0000611	ENST00000245414	IRF1_HUMAN	GS0001074	ENSG00000136634	1	206940947	206945839	Homo sapiens	ORegAnno	12817009	MUTAGENESIS::UNKNOWN
TF0000611	ENST00000245414	IRF1_HUMAN	GS0001074	ENSG00000136634	1	206940947	206945839	Homo sapiens	ORegAnno	12817009	ELECTROPHORETIC MOBILITY SHIFT ASSAY (EMSA)::SUPERSHIFT
TF0000611	ENST00000245414	IRF1_HUMAN	GS0001074	ENSG00000136634	1	206940947	206945839	Homo sapiens	ORegAnno	12817009	ELECTROPHORETIC MOBILITY SHIFT ASSAY (EMSA)::DIRECT GEL SHIFT
TF0000612	ENST00000264657	STAT3_HUMAN	GS0001074	ENSG00000136634	1	206940947	206945839	Homo sapiens	ORegAnno	12817009	ELECTROPHORETIC MOBILITY SHIFT ASSAY (EMSA)::DIRECT GEL SHIFT
TF0000612	ENST00000264657	STAT3_HUMAN	GS0001074	ENSG00000136634	1	206940947	206945839	Homo sapiens	ORegAnno	12817009	ELECTROPHORETIC MOBILITY SHIFT ASSAY (EMSA)::SUPERSHIFT
TF0000612	ENST00000264657	STAT3_HUMAN	GS0001074	ENSG00000136634	1	206940947	206945839	Homo sapiens	ORegAnno	12817009	REPORTER GENE ASSAY::TRANSIENT TRANSFECTION LUCIFERASE ASSAY
TF0000612	ENST00000264657	STAT3_HUMAN	GS0001074	ENSG00000136634	1	206940947	206945839	Homo sapiens	ORegAnno	12817009	MUTAGENESIS::OLIGONUCLEOTIDE SYNTHESIS
TF0000613	ENSGALT00000023009	SP1_CHICKEN	GS0001297	ENSGALG00000009301	7	17979766	17990100	Gallus gallus	ORegAnno	8382608	REPORTER GENE ASSAY::TRANSIENT TRANSFECTION LUCIFERASE ASSAY
TF0000613	ENSGALT00000023009	SP1_CHICKEN	GS0001297	ENSGALG00000009301	7	17979766	17990100	Gallus gallus	ORegAnno	8382608	REPORTER GENE ASSAY::TRANSIENT TRANSFECTION LUCIFERASE ASSAY
TF0000613	ENSGALT00000023009	SP1_CHICKEN	GS0001297	ENSGALG00000009301	7	17979766	17990100	Gallus gallus	ORegAnno	8382608	ELECTROPHORETIC MOBILITY SHIFT ASSAY (EMSA)::GEL SHIFT COMPETITION
TF0000613	ENSGALT00000023009	SP1_CHICKEN	GS0001297	ENSGALG00000009301	7	17979766	17990100	Gallus gallus	ORegAnno	8382608	REPORTER GENE ASSAY::TRANSIENT TRANSFECTION LUCIFERASE ASSAY
TF0000613	ENSGALT00000023009	SP1_CHICKEN	GS0001297	ENSGALG00000009301	7	17979766	17990100	Gallus gallus	ORegAnno	8382608	REPORTER GENE ASSAY::TRANSIENT TRANSFECTION LUCIFERASE ASSAY
TF0000613	ENSGALT00000023009	SP1_CHICKEN	GS0001297	ENSGALG00000009301	7	17979766	17990100	Gallus gallus	ORegAnno	8382608	REPORTER GENE ASSAY::TRANSIENT TRANSFECTION LUCIFERASE ASSAY
TF0000614	FBtr0081828	ATO_FLY	GS0001300	FBgn0000216	-	-	-	Drosophila melanogaster	ORegAnno	15485919	ELECTROPHORETIC MOBILITY SHIFT ASSAY (EMSA)::DIRECT GEL SHIFT
TF0000614	FBtr0081828	ATO_FLY	GS0001300	FBgn0000216	-	-	-	Drosophila melanogaster	ORegAnno	15485919	REPORTER GENE ASSAY::IN-VIVO GFP EXPRESSION ASSAY
TF0000615	FBtr0080008	DA_FLY	GS0001300	FBgn0000216	-	-	-	Drosophila melanogaster	ORegAnno	15485919	ELECTROPHORETIC MOBILITY SHIFT ASSAY (EMSA)::DIRECT GEL SHIFT
TF0000615	FBtr0080008	DA_FLY	GS0001300	FBgn0000216	-	-	-	Drosophila melanogaster	ORegAnno	15485919	REPORTER GENE ASSAY::IN-VIVO GFP EXPRESSION ASSAY
TF0000615	FBtr0080008	DA_FLY	GS0001300	FBgn0000216	-	-	-	Drosophila melanogaster	ORegAnno	15485919	ELECTROPHORETIC MOBILITY SHIFT ASSAY (EMSA)::DIRECT GEL SHIFT
TF0000615	FBtr0080008	DA_FLY	GS0001300	FBgn0000216	-	-	-	Drosophila melanogaster	ORegAnno	15485919	REPORTER GENE ASSAY::IN-VIVO GFP EXPRESSION ASSAY
TF0000616	FBtr0070073	SC_FLY	GS0001300	FBgn0000216	-	-	-	Drosophila melanogaster	ORegAnno	15485919	ELECTROPHORETIC MOBILITY SHIFT ASSAY (EMSA)::DIRECT GEL SHIFT
TF0000616	FBtr0070073	SC_FLY	GS0001300	FBgn0000216	-	-	-	Drosophila melanogaster	ORegAnno	15485919	REPORTER GENE ASSAY::IN-VIVO GFP EXPRESSION ASSAY
TF0000617	FBtr0075087	FTZ-F1_FLY	GS0001308	FBgn0000552	-	-	-	Drosophila melanogaster	ORegAnno	8887679	ELECTROPHORETIC MOBILITY SHIFT ASSAY (EMSA)::SUPERSHIFT
TF0000617	FBtr0075087	FTZ-F1_FLY	GS0001308	FBgn0000552	-	-	-	Drosophila melanogaster	ORegAnno	8887679	REPORTER GENE ASSAY::IN-VIVO LACZ EXPRESSION ASSAY
TF0000618	FBtr0088444	MEF2_FLY	GS0001312	FBgn0004117	-	-	-	Drosophila melanogaster	ORegAnno	8643453	ELECTROPHORETIC MOBILITY SHIFT ASSAY (EMSA)::SUPERSHIFT
TF0000619	FBtr0089204	PHO_FLY	GS0001315	FBgn0003944	-	-	-	Drosophila melanogaster	ORegAnno	10433918	ELECTROPHORETIC MOBILITY SHIFT ASSAY (EMSA)::UNKNOWN
TF0000619	FBtr0089204	PHO_FLY	GS0001315	FBgn0003944	-	-	-	Drosophila melanogaster	ORegAnno	10433918	ELECTROPHORETIC MOBILITY SHIFT ASSAY (EMSA)::UNKNOWN
TF0000619	FBtr0089204	PHO_FLY	GS0001315	FBgn0003944	-	-	-	Drosophila melanogaster	ORegAnno	10433918	ELECTROPHORETIC MOBILITY SHIFT ASSAY (EMSA)::DIRECT GEL SHIFT
TF0000619	FBtr0089204	PHO_FLY	GS0001315	FBgn0003944	-	-	-	Drosophila melanogaster	ORegAnno	10433918	ELECTROPHORETIC MOBILITY SHIFT ASSAY (EMSA)::DIRECT GEL SHIFT
TF0000619	FBtr0089204	PHO_FLY	GS0001315	FBgn0003944	-	-	-	Drosophila melanogaster	ORegAnno	10433918	ELECTROPHORETIC MOBILITY SHIFT ASSAY (EMSA)::DIRECT GEL SHIFT
TF0000619	FBtr0089204	PHO_FLY	GS0001330	FBgn0000015	-	-	-	Drosophila melanogaster	ORegAnno	11158316	UNKNOWN::UNKNOWN
TF0000619	FBtr0089204	PHO_FLY	GS0001330	FBgn0000015	-	-	-	Drosophila melanogaster	ORegAnno	11158316	MUTAGENESIS::SITE-DIRECTED
TF0000620	FBtr0075705	TRL_FLY	GS0001315	FBgn0003944	-	-	-	Drosophila melanogaster	ORegAnno	10757803	ELECTROPHORETIC MOBILITY SHIFT ASSAY (EMSA)::SUPERSHIFT
TF0000620	FBtr0075705	TRL_FLY	GS0001315	FBgn0003944	-	-	-	Drosophila melanogaster	ORegAnno	10757803	ELECTROPHORETIC MOBILITY SHIFT ASSAY (EMSA)::SUPERSHIFT
TF0000620	FBtr0075705	TRL_FLY	GS0001315	FBgn0003944	-	-	-	Drosophila melanogaster	ORegAnno	10757803	ELECTROPHORETIC MOBILITY SHIFT ASSAY (EMSA)::SUPERSHIFT
TF0000620	FBtr0075705	TRL_FLY	GS0001318	FBgn0015011	-	-	-	Drosophila melanogaster	ORegAnno	10757803	ELECTROPHORETIC MOBILITY SHIFT ASSAY (EMSA)::SUPERSHIFT
TF0000620	FBtr0075705	TRL_FLY	GS0001330	FBgn0000015	-	-	-	Drosophila melanogaster	ORegAnno	11158316	UNKNOWN::CHROMATIN IMMUNOPRECIPITATION (CHIP)
TF0000620	FBtr0075705	TRL_FLY	GS0001330	FBgn0000015	-	-	-	Drosophila melanogaster	ORegAnno	11158316	UNKNOWN::UNKNOWN
TF0000620	FBtr0075705	TRL_FLY	GS0001330	FBgn0000015	-	-	-	Drosophila melanogaster	ORegAnno	11158316	MUTAGENESIS::UNKNOWN
TF0000621	FBtr0077616	MAD_FLY	GS0001324	FBgn0000158	-	-	-	Drosophila melanogaster	ORegAnno	14561403	ELECTROPHORETIC MOBILITY SHIFT ASSAY (EMSA)::DIRECT GEL SHIFT
TF0000621	FBtr0077616	MAD_FLY	GS0001324	FBgn0000158	-	-	-	Drosophila melanogaster	ORegAnno	14561403	ELECTROPHORETIC MOBILITY SHIFT ASSAY (EMSA)::GEL SHIFT COMPETITION
TF0000622	FBtr0085815	MED_FLY	GS0001324	FBgn0000158	-	-	-	Drosophila melanogaster	ORegAnno	14561403	ELECTROPHORETIC MOBILITY SHIFT ASSAY (EMSA)::DIRECT GEL SHIFT
TF0000622	FBtr0085815	MED_FLY	GS0001324	FBgn0000158	-	-	-	Drosophila melanogaster	ORegAnno	14561403	ELECTROPHORETIC MOBILITY SHIFT ASSAY (EMSA)::GEL SHIFT COMPETITION
TF0000623	ENSMUST00000025081	ZEB1_MOUSE	GS0001335	ENSMUSG00000054065	7	148264117	148276409	Mus musculus	ORegAnno	17391671	REPORTER GENE ASSAY::TRANSIENT TRANSFECTION LUCIFERASE ASSAY
TF0000623	ENSMUST00000025081	ZEB1_MOUSE	GS0001335	ENSMUSG00000054065	7	148264117	148276409	Mus musculus	ORegAnno	17391671	SEQUENCE CONSERVATION::ORTHOLOGOUS GENE CONSERVATION
TF0000623	ENSMUST00000025081	ZEB1_MOUSE	GS0001335	ENSMUSG00000054065	7	148264117	148276409	Mus musculus	ORegAnno	17391671	REPORTER GENE ASSAY::TRANSIENT TRANSFECTION LUCIFERASE ASSAY
TF0000624	ENSRNOT00000015109	MYOD1_RAT	GS0001337	ENSRNOG00000013262	9	65717100	65737455	Rattus norvegicus	ORegAnno	1847512	SEQUENCE CONSERVATION::ORTHOLOGOUS GENE CONSERVATION
TF0000624	ENSRNOT00000015109	MYOD1_RAT	GS0001337	ENSRNOG00000013262	9	65717100	65737455	Rattus norvegicus	ORegAnno	1847512	ELECTROPHORETIC MOBILITY SHIFT ASSAY (EMSA)::DIRECT GEL SHIFT
TF0000624	ENSRNOT00000015109	MYOD1_RAT	GS0001337	ENSRNOG00000013262	9	65717100	65737455	Rattus norvegicus	ORegAnno	1847512	PROTEIN BINDING ASSAY::METHYLATION INTERFERENCE ASSAY
TF0000624	ENSRNOT00000015109	MYOD1_RAT	GS0001337	ENSRNOG00000013262	9	65717100	65737455	Rattus norvegicus	ORegAnno	1847512	REPORTER GENE ASSAY::CHLORAMPHENICOL ACETYLTRANSFERASE (CAT) ASSAY
